ioc,signature,total_hits
pmlwfspqlmrqrq[.]biz,Conficker_B_DGA,1
mlwfspqlmrq[.]com,Conficker_B_DGA,1
lwfspqlmrqrq[.]info,Conficker_B_DGA,1
wfspqlmrqrq[.]net,Conficker_B_DGA,1
fspqlmrqrqjipoh[.]org,Conficker_B_DGA,1
spqlmrqrqjipoh[.]cn,Conficker_B_DGA,1
pqlmrqrqjipoh[.]ws,Conficker_B_DGA,1
qlmrqrqj[.]biz,Conficker_B_DGA,1
lmrqrqjip[.]com,Conficker_B_DGA,1
mrqrqjipohmjqxyh[.]info,Conficker_B_DGA,1
rqrqjipohmjqxy[.]net,Conficker_B_DGA,1
qrqjipohmjqxyh[.]org,Conficker_B_DGA,1
rqjipohmjqxyhyfm[.]cn,Conficker_B_DGA,1
qjipohmjqxyhyf[.]ws,Conficker_B_DGA,1
jipohmjqxyhy[.]biz,Conficker_B_DGA,1
ipohmjqxy[.]com,Conficker_B_DGA,1
pohmjqxyhy[.]info,Conficker_B_DGA,1
ohmjqxyhyfm[.]net,Conficker_B_DGA,1
hmjqxyhy[.]org,Conficker_B_DGA,1
mjqxyhyfmv[.]cn,Conficker_B_DGA,1
jqxyhyfmvqjg[.]ws,Conficker_B_DGA,1
qxyhyfmvqjg[.]biz,Conficker_B_DGA,1
xyhyfmvqjgbmxkvk[.]com,Conficker_B_DGA,1
yhyfmvqjgbm[.]info,Conficker_B_DGA,1
hyfmvqjgbmxkv[.]net,Conficker_B_DGA,1
yfmvqjgbmxk[.]org,Conficker_B_DGA,1
fmvqjgbmxkvkxeju[.]cn,Conficker_B_DGA,1
mvqjgbmxkvkx[.]ws,Conficker_B_DGA,1
vqjgbmxkv[.]biz,Conficker_B_DGA,1
qjgbmxkvkx[.]com,Conficker_B_DGA,1
jgbmxkvkxejuxo[.]info,Conficker_B_DGA,1
gbmxkvkxejuxo[.]net,Conficker_B_DGA,1
bmxkvkxejuxonsby[.]org,Conficker_B_DGA,1
mxkvkxejuxon[.]cn,Conficker_B_DGA,1
xkvkxejuxon[.]ws,Conficker_B_DGA,1
kvkxejuxonsbyjo[.]biz,Conficker_B_DGA,1
vkxejuxonsbyjory[.]com,Conficker_B_DGA,1
kxejuxons[.]info,Conficker_B_DGA,1
xejuxonsbyjo[.]net,Conficker_B_DGA,1
ejuxonsbyjoryxiz[.]org,Conficker_B_DGA,1
juxonsbyjory[.]cn,Conficker_B_DGA,1
uxonsbyjor[.]ws,Conficker_B_DGA,1
xonsbyjoryxi[.]biz,Conficker_B_DGA,1
onsbyjoryxiz[.]com,Conficker_B_DGA,1
nsbyjoryxizyb[.]info,Conficker_B_DGA,1
sbyjoryxizybeh[.]net,Conficker_B_DGA,1
byjoryxizybeh[.]org,Conficker_B_DGA,1
yjoryxizybehwvo[.]cn,Conficker_B_DGA,1
joryxizybehwvoxu[.]ws,Conficker_B_DGA,1
oryxizybehwv[.]biz,Conficker_B_DGA,1
ryxizybehwvoxu[.]com,Conficker_B_DGA,1
yxizybeh[.]info,Conficker_B_DGA,1
xizybehwvo[.]net,Conficker_B_DGA,1
izybehwv[.]org,Conficker_B_DGA,1
zybehwvox[.]cn,Conficker_B_DGA,1
ybehwvoxur[.]ws,Conficker_B_DGA,1
behwvoxurmfq[.]biz,Conficker_B_DGA,1
ehwvoxurmfqbcpab[.]com,Conficker_B_DGA,1
hwvoxurmfq[.]info,Conficker_B_DGA,1
wvoxurmf[.]net,Conficker_B_DGA,1
voxurmfqbcpabgt[.]org,Conficker_B_DGA,1
oxurmfqbc[.]cn,Conficker_B_DGA,1
xurmfqbcpabgtih[.]ws,Conficker_B_DGA,1
urmfqbcpabgtihwn[.]biz,Conficker_B_DGA,1
rmfqbcpabgti[.]com,Conficker_B_DGA,1
mfqbcpabgtihwnwj[.]info,Conficker_B_DGA,1
fqbcpabgti[.]net,Conficker_B_DGA,1
qbcpabgt[.]org,Conficker_B_DGA,1
bcpabgti[.]cn,Conficker_B_DGA,1
cpabgtihwnwjsns[.]ws,Conficker_B_DGA,1
pabgtihwnwjsnsv[.]biz,Conficker_B_DGA,1
abgtihwnwjsnsvgt[.]com,Conficker_B_DGA,1
bgtihwnwj[.]info,Conficker_B_DGA,1
gtihwnwjsnsvgt[.]net,Conficker_B_DGA,1
tihwnwjsnsvgtwd[.]org,Conficker_B_DGA,1
ihwnwjsns[.]cn,Conficker_B_DGA,1
hwnwjsnsvgtwdil[.]ws,Conficker_B_DGA,1
wnwjsnsvgtw[.]biz,Conficker_B_DGA,1
nwjsnsvgtwdilcr[.]com,Conficker_B_DGA,1
wjsnsvgtw[.]info,Conficker_B_DGA,1
jsnsvgtwdi[.]net,Conficker_B_DGA,1
snsvgtwdilc[.]org,Conficker_B_DGA,1
nsvgtwdil[.]cn,Conficker_B_DGA,1
