ioc,signature,total_hits
kpgfsledmp[.]biz,Conficker_B_DGA,1
pgfsledmp[.]com,Conficker_B_DGA,1
gfsledmpibgnohi[.]info,Conficker_B_DGA,1
fsledmpibgnohif[.]net,Conficker_B_DGA,1
sledmpibgnohif[.]org,Conficker_B_DGA,1
ledmpibgnohifoja[.]cn,Conficker_B_DGA,1
edmpibgnohifo[.]ws,Conficker_B_DGA,1
dmpibgnohifoj[.]biz,Conficker_B_DGA,1
mpibgnohifoj[.]com,Conficker_B_DGA,1
pibgnohifoja[.]info,Conficker_B_DGA,1
ibgnohifoja[.]net,Conficker_B_DGA,1
bgnohifojaje[.]org,Conficker_B_DGA,1
gnohifojajev[.]cn,Conficker_B_DGA,1
nohifojajevedwx[.]ws,Conficker_B_DGA,1
ohifojajeve[.]biz,Conficker_B_DGA,1
hifojajevedwx[.]com,Conficker_B_DGA,1
ifojajevedwxo[.]info,Conficker_B_DGA,1
fojajevedwxopgr[.]net,Conficker_B_DGA,1
ojajevedw[.]org,Conficker_B_DGA,1
jajevedw[.]cn,Conficker_B_DGA,1
ajevedwxop[.]ws,Conficker_B_DGA,1
jevedwxop[.]biz,Conficker_B_DGA,1
evedwxopgrcnktev[.]com,Conficker_B_DGA,1
vedwxopgrc[.]info,Conficker_B_DGA,1
edwxopgrc[.]net,Conficker_B_DGA,1
dwxopgrcnktev[.]org,Conficker_B_DGA,1
wxopgrcnkt[.]cn,Conficker_B_DGA,1
xopgrcnkte[.]ws,Conficker_B_DGA,1
opgrcnktevc[.]biz,Conficker_B_DGA,1
pgrcnktevcb[.]com,Conficker_B_DGA,1
grcnktevc[.]info,Conficker_B_DGA,1
rcnktevcb[.]net,Conficker_B_DGA,1
cnktevcbgbqrgb[.]org,Conficker_B_DGA,1
nktevcbgbqrgbu[.]cn,Conficker_B_DGA,1
ktevcbgbqrgb[.]ws,Conficker_B_DGA,1
tevcbgbqrgbupwnq[.]biz,Conficker_B_DGA,1
evcbgbqrgbu[.]com,Conficker_B_DGA,1
vcbgbqrgbup[.]info,Conficker_B_DGA,1
cbgbqrgbupw[.]net,Conficker_B_DGA,1
bgbqrgbu[.]org,Conficker_B_DGA,1
gbqrgbupwnqd[.]cn,Conficker_B_DGA,1
bqrgbupwnqduf[.]ws,Conficker_B_DGA,1
qrgbupwnqd[.]biz,Conficker_B_DGA,1
rgbupwnqdufmve[.]com,Conficker_B_DGA,1
gbupwnqdufmve[.]info,Conficker_B_DGA,1
bupwnqdufmv[.]net,Conficker_B_DGA,1
upwnqdufmv[.]org,Conficker_B_DGA,1
pwnqdufmvedyz[.]cn,Conficker_B_DGA,1
wnqdufmv[.]ws,Conficker_B_DGA,1
nqdufmve[.]biz,Conficker_B_DGA,1
qdufmvedyz[.]com,Conficker_B_DGA,1
dufmvedyzajq[.]info,Conficker_B_DGA,1
ufmvedyzajqr[.]net,Conficker_B_DGA,1
fmvedyzaj[.]org,Conficker_B_DGA,1
mvedyzajq[.]cn,Conficker_B_DGA,1
vedyzajqry[.]ws,Conficker_B_DGA,1
edyzajqryjc[.]biz,Conficker_B_DGA,1
dyzajqryjcv[.]com,Conficker_B_DGA,1
yzajqryjcvinypa[.]info,Conficker_B_DGA,1
zajqryjcvi[.]net,Conficker_B_DGA,1
ajqryjcviny[.]org,Conficker_B_DGA,1
jqryjcviny[.]cn,Conficker_B_DGA,1
qryjcvinypabox[.]ws,Conficker_B_DGA,1
ryjcvinypabo[.]biz,Conficker_B_DGA,1
yjcvinypaboxqx[.]com,Conficker_B_DGA,1
jcvinypa[.]info,Conficker_B_DGA,1
cvinypaboxqxotg[.]net,Conficker_B_DGA,1
vinypaboxqxotglk[.]org,Conficker_B_DGA,1
inypaboxqxotglkd[.]cn,Conficker_B_DGA,1
nypaboxqxotg[.]ws,Conficker_B_DGA,1
ypaboxqxotglkdo[.]biz,Conficker_B_DGA,1
paboxqxo[.]com,Conficker_B_DGA,1
aboxqxotglkdormb[.]info,Conficker_B_DGA,1
boxqxotg[.]net,Conficker_B_DGA,1
oxqxotglkd[.]org,Conficker_B_DGA,1
xqxotglkdo[.]cn,Conficker_B_DGA,1
qxotglkdormbedu[.]ws,Conficker_B_DGA,1
xotglkdormbedup[.]biz,Conficker_B_DGA,1
otglkdormb[.]com,Conficker_B_DGA,1
tglkdormbedu[.]info,Conficker_B_DGA,1
glkdormbedupy[.]net,Conficker_B_DGA,1
lkdormbedupyjo[.]org,Conficker_B_DGA,1
kdormbedupyjob[.]cn,Conficker_B_DGA,1
dormbedupyjo[.]ws,Conficker_B_DGA,1
ormbedupy[.]biz,Conficker_B_DGA,1
rmbedupyjobmf[.]com,Conficker_B_DGA,1
mbedupyj[.]info,Conficker_B_DGA,1
bedupyjobmf[.]net,Conficker_B_DGA,1
edupyjobmfwjstu[.]org,Conficker_B_DGA,1
dupyjobmfwjstutu[.]cn,Conficker_B_DGA,1
upyjobmfwjs[.]ws,Conficker_B_DGA,1
pyjobmfwjstutuj[.]biz,Conficker_B_DGA,1
yjobmfwjstutuj[.]com,Conficker_B_DGA,1
jobmfwjstu[.]info,Conficker_B_DGA,1
obmfwjstutujcbmp[.]net,Conficker_B_DGA,1
bmfwjstutujcbm[.]org,Conficker_B_DGA,1
mfwjstutujcb[.]cn,Conficker_B_DGA,1
fwjstutujcbm[.]ws,Conficker_B_DGA,1
wjstutujcbmpkzy[.]biz,Conficker_B_DGA,1
jstutujcbmpkzy[.]com,Conficker_B_DGA,1
stutujcbmp[.]info,Conficker_B_DGA,1
tutujcbmpkzyf[.]net,Conficker_B_DGA,1
utujcbmpkzyf[.]org,Conficker_B_DGA,1
tujcbmpkzyfi[.]cn,Conficker_B_DGA,1
ujcbmpkz[.]ws,Conficker_B_DGA,1
jcbmpkzyfif[.]biz,Conficker_B_DGA,1
cbmpkzyfifuzyn[.]com,Conficker_B_DGA,1
bmpkzyfi[.]info,Conficker_B_DGA,1
mpkzyfifuzynyhy[.]net,Conficker_B_DGA,1
pkzyfifuzynyh[.]org,Conficker_B_DGA,1
kzyfifuz[.]cn,Conficker_B_DGA,1
zyfifuzyny[.]ws,Conficker_B_DGA,1
yfifuzynyhy[.]biz,Conficker_B_DGA,1
fifuzynyhypmhor[.]com,Conficker_B_DGA,1
ifuzynyh[.]info,Conficker_B_DGA,1
fuzynyhyp[.]net,Conficker_B_DGA,1
uzynyhypmhors[.]org,Conficker_B_DGA,1
zynyhypmhorsdi[.]cn,Conficker_B_DGA,1
ynyhypmhorsd[.]ws,Conficker_B_DGA,1
nyhypmhorsdipc[.]biz,Conficker_B_DGA,1
yhypmhors[.]com,Conficker_B_DGA,1
hypmhorsdip[.]info,Conficker_B_DGA,1
ypmhorsdipcrsl[.]net,Conficker_B_DGA,1
pmhorsdipcrslq[.]org,Conficker_B_DGA,1
mhorsdipc[.]cn,Conficker_B_DGA,1
horsdipcrslqvg[.]ws,Conficker_B_DGA,1
orsdipcrslqvghs[.]biz,Conficker_B_DGA,1
rsdipcrslqvgh[.]com,Conficker_B_DGA,1
sdipcrslqv[.]info,Conficker_B_DGA,1
dipcrslqvghsncr[.]net,Conficker_B_DGA,1
ipcrslqvghsnc[.]org,Conficker_B_DGA,1
pcrslqvghsncrgzc[.]cn,Conficker_B_DGA,1
crslqvghsncrgz[.]ws,Conficker_B_DGA,1
rslqvghsncrgzc[.]biz,Conficker_B_DGA,1
slqvghsncrgzcfw[.]com,Conficker_B_DGA,1
lqvghsncrgzcfwd[.]info,Conficker_B_DGA,1
qvghsncrg[.]net,Conficker_B_DGA,1
vghsncrgzcfwde[.]org,Conficker_B_DGA,1
ghsncrgzcfwdehq[.]cn,Conficker_B_DGA,1
hsncrgzcfwdehqrc[.]ws,Conficker_B_DGA,1
sncrgzcfw[.]biz,Conficker_B_DGA,1
ncrgzcfwdehqrcfq[.]com,Conficker_B_DGA,1
crgzcfwdehq[.]info,Conficker_B_DGA,1
rgzcfwdehqrcfqh[.]net,Conficker_B_DGA,1
gzcfwdehqrcfqhgn[.]org,Conficker_B_DGA,1
zcfwdehqrcfqh[.]cn,Conficker_B_DGA,1
cfwdehqrcf[.]ws,Conficker_B_DGA,1
fwdehqrcfqhgnuze[.]biz,Conficker_B_DGA,1
wdehqrcfqhgn[.]com,Conficker_B_DGA,1
dehqrcfqhg[.]info,Conficker_B_DGA,1
ehqrcfqhgnuzej[.]net,Conficker_B_DGA,1
hqrcfqhgnu[.]org,Conficker_B_DGA,1
qrcfqhgnuzejkn[.]cn,Conficker_B_DGA,1
rcfqhgnuzejk[.]ws,Conficker_B_DGA,1
cfqhgnuzejknqzkv[.]biz,Conficker_B_DGA,1
fqhgnuzejk[.]com,Conficker_B_DGA,1
qhgnuzejknqzkv[.]info,Conficker_B_DGA,1
hgnuzejknqzkvm[.]net,Conficker_B_DGA,1
gnuzejknqzkvmh[.]org,Conficker_B_DGA,1
nuzejknqzk[.]cn,Conficker_B_DGA,1
uzejknqzkvmhej[.]ws,Conficker_B_DGA,1
zejknqzkv[.]biz,Conficker_B_DGA,1
ejknqzkvm[.]com,Conficker_B_DGA,1
jknqzkvm[.]info,Conficker_B_DGA,1
knqzkvmhe[.]net,Conficker_B_DGA,1
nqzkvmhejanux[.]org,Conficker_B_DGA,1
qzkvmhejanuxqx[.]cn,Conficker_B_DGA,1
zkvmhejanuxq[.]ws,Conficker_B_DGA,1
kvmhejanuxq[.]biz,Conficker_B_DGA,1
vmhejanuxqxqb[.]com,Conficker_B_DGA,1
mhejanuxqxq[.]info,Conficker_B_DGA,1
hejanuxqxqbm[.]net,Conficker_B_DGA,1
ejanuxqxq[.]org,Conficker_B_DGA,1
januxqxqbmrm[.]cn,Conficker_B_DGA,1
anuxqxqbmrmpgrc[.]ws,Conficker_B_DGA,1
nuxqxqbmrmpgrc[.]biz,Conficker_B_DGA,1
uxqxqbmrmpgrcja[.]com,Conficker_B_DGA,1
xqxqbmrmp[.]info,Conficker_B_DGA,1
qxqbmrmpgrcj[.]net,Conficker_B_DGA,1
xqbmrmpgrcjax[.]org,Conficker_B_DGA,1
qbmrmpgrc[.]cn,Conficker_B_DGA,1
bmrmpgrcjaxklqda[.]ws,Conficker_B_DGA,1
mrmpgrcjaxklqda[.]biz,Conficker_B_DGA,1
rmpgrcjaxklqd[.]com,Conficker_B_DGA,1
mpgrcjax[.]info,Conficker_B_DGA,1
pgrcjaxklqdaz[.]net,Conficker_B_DGA,1
grcjaxklqdazi[.]org,Conficker_B_DGA,1
rcjaxklqdazipmzc[.]cn,Conficker_B_DGA,1
cjaxklqdazipmzc[.]ws,Conficker_B_DGA,1
jaxklqdazipmz[.]biz,Conficker_B_DGA,1
axklqdaz[.]com,Conficker_B_DGA,1
xklqdazi[.]info,Conficker_B_DGA,1
klqdazipmzcp[.]net,Conficker_B_DGA,1
lqdazipmzcpajm[.]org,Conficker_B_DGA,1
qdazipmz[.]cn,Conficker_B_DGA,1
dazipmzcpajmfeto[.]ws,Conficker_B_DGA,1
azipmzcp[.]biz,Conficker_B_DGA,1
zipmzcpajmfetovc[.]com,Conficker_B_DGA,1
ipmzcpajmf[.]info,Conficker_B_DGA,1
pmzcpajmfetovcbw[.]net,Conficker_B_DGA,1
mzcpajmfetovcbwx[.]org,Conficker_B_DGA,1
zcpajmfetovcbwx[.]cn,Conficker_B_DGA,1
cpajmfetovcbw[.]ws,Conficker_B_DGA,1
pajmfetovcbwxi[.]biz,Conficker_B_DGA,1
ajmfetov[.]com,Conficker_B_DGA,1
jmfetovcbwx[.]info,Conficker_B_DGA,1
mfetovcbwxijopqf[.]net,Conficker_B_DGA,1
fetovcbwxi[.]org,Conficker_B_DGA,1
etovcbwxijop[.]cn,Conficker_B_DGA,1
tovcbwxijop[.]ws,Conficker_B_DGA,1
ovcbwxijo[.]biz,Conficker_B_DGA,1
vcbwxijopqfszwde[.]com,Conficker_B_DGA,1
cbwxijop[.]info,Conficker_B_DGA,1
bwxijopqf[.]net,Conficker_B_DGA,1
wxijopqfszwd[.]org,Conficker_B_DGA,1
xijopqfszwdely[.]cn,Conficker_B_DGA,1
