ioc,signature,total_hits
cpclijkxepcdy[.]biz,Conficker_B_DGA,1
pclijkxe[.]com,Conficker_B_DGA,1
clijkxepcd[.]info,Conficker_B_DGA,1
lijkxepcdy[.]net,Conficker_B_DGA,1
ijkxepcdyfkbghav[.]org,Conficker_B_DGA,1
jkxepcdyfkbg[.]cn,Conficker_B_DGA,1
kxepcdyfkb[.]ws,Conficker_B_DGA,1
xepcdyfkbghav[.]biz,Conficker_B_DGA,1
epcdyfkb[.]com,Conficker_B_DGA,1
pcdyfkbghavoh[.]info,Conficker_B_DGA,1
cdyfkbghavohu[.]net,Conficker_B_DGA,1
dyfkbghavohun[.]org,Conficker_B_DGA,1
yfkbghavoh[.]cn,Conficker_B_DGA,1
fkbghavo[.]ws,Conficker_B_DGA,1
kbghavohunkjydmx[.]biz,Conficker_B_DGA,1
bghavohunkjydm[.]com,Conficker_B_DGA,1
ghavohunkjydmxqp[.]info,Conficker_B_DGA,1
havohunkjydmxq[.]net,Conficker_B_DGA,1
avohunkjy[.]org,Conficker_B_DGA,1
vohunkjydmxqpgxc[.]cn,Conficker_B_DGA,1
ohunkjydmxqpgx[.]ws,Conficker_B_DGA,1
hunkjydmxq[.]biz,Conficker_B_DGA,1
unkjydmxqpgxcfe[.]com,Conficker_B_DGA,1
nkjydmxqpgxcf[.]info,Conficker_B_DGA,1
kjydmxqpgxcfe[.]net,Conficker_B_DGA,1
jydmxqpgxcfe[.]org,Conficker_B_DGA,1
ydmxqpgxcfe[.]cn,Conficker_B_DGA,1
dmxqpgxcfepkfa[.]ws,Conficker_B_DGA,1
mxqpgxcfepkfa[.]biz,Conficker_B_DGA,1
xqpgxcfepkfavqfw[.]com,Conficker_B_DGA,1
qpgxcfepkfavqf[.]info,Conficker_B_DGA,1
pgxcfepkfav[.]net,Conficker_B_DGA,1
gxcfepkfa[.]org,Conficker_B_DGA,1
xcfepkfav[.]cn,Conficker_B_DGA,1
cfepkfav[.]ws,Conficker_B_DGA,1
fepkfavqfw[.]biz,Conficker_B_DGA,1
epkfavqf[.]com,Conficker_B_DGA,1
pkfavqfwverwzmt[.]info,Conficker_B_DGA,1
kfavqfwverwzmtu[.]net,Conficker_B_DGA,1
favqfwverwzmtu[.]org,Conficker_B_DGA,1
avqfwver[.]cn,Conficker_B_DGA,1
