ioc,signature,total_hits
xqpilsfefypon[.]biz,Conficker_B_DGA,1
qpilsfefyponkf[.]com,Conficker_B_DGA,1
pilsfefyponkfwrm[.]info,Conficker_B_DGA,1
ilsfefyp[.]net,Conficker_B_DGA,1
lsfefyponkfwrmpu[.]org,Conficker_B_DGA,1
sfefyponkfwrm[.]cn,Conficker_B_DGA,1
fefyponkfwrm[.]ws,Conficker_B_DGA,1
efyponkfwrmputit[.]biz,Conficker_B_DGA,1
fyponkfwrmputit[.]com,Conficker_B_DGA,1
yponkfwr[.]info,Conficker_B_DGA,1
ponkfwrmputi[.]net,Conficker_B_DGA,1
onkfwrmputitav[.]org,Conficker_B_DGA,1
nkfwrmputitav[.]cn,Conficker_B_DGA,1
kfwrmputitavsj[.]ws,Conficker_B_DGA,1
fwrmputit[.]biz,Conficker_B_DGA,1
wrmputitavsjkj[.]com,Conficker_B_DGA,1
rmputitavsjkj[.]info,Conficker_B_DGA,1
mputitavsjkjifu[.]net,Conficker_B_DGA,1
putitavsjkjifuhg[.]org,Conficker_B_DGA,1
utitavsjkjifu[.]cn,Conficker_B_DGA,1
titavsjkjifuhgvy[.]ws,Conficker_B_DGA,1
itavsjkjifuh[.]biz,Conficker_B_DGA,1
tavsjkjifuhgvyl[.]com,Conficker_B_DGA,1
avsjkjifu[.]info,Conficker_B_DGA,1
vsjkjifuhgvy[.]net,Conficker_B_DGA,1
sjkjifuhgv[.]org,Conficker_B_DGA,1
jkjifuhgvyl[.]cn,Conficker_B_DGA,1
kjifuhgvylgh[.]ws,Conficker_B_DGA,1
jifuhgvyl[.]biz,Conficker_B_DGA,1
ifuhgvylghcpk[.]com,Conficker_B_DGA,1
fuhgvylghcpkl[.]info,Conficker_B_DGA,1
uhgvylgh[.]net,Conficker_B_DGA,1
hgvylghcpkl[.]org,Conficker_B_DGA,1
gvylghcpklmbov[.]cn,Conficker_B_DGA,1
vylghcpk[.]ws,Conficker_B_DGA,1
ylghcpklm[.]biz,Conficker_B_DGA,1
lghcpklmbovwtwre[.]com,Conficker_B_DGA,1
ghcpklmbovwt[.]info,Conficker_B_DGA,1
hcpklmbo[.]net,Conficker_B_DGA,1
cpklmbovwtwrezu[.]org,Conficker_B_DGA,1
pklmbovwtwre[.]cn,Conficker_B_DGA,1
klmbovwt[.]ws,Conficker_B_DGA,1
lmbovwtwre[.]biz,Conficker_B_DGA,1
mbovwtwrezuxofq[.]com,Conficker_B_DGA,1
bovwtwrezuxofq[.]info,Conficker_B_DGA,1
ovwtwrezuxo[.]net,Conficker_B_DGA,1
vwtwrezu[.]org,Conficker_B_DGA,1
wtwrezuxofqxo[.]cn,Conficker_B_DGA,1
twrezuxofqxodyp[.]ws,Conficker_B_DGA,1
wrezuxofqxodypm[.]biz,Conficker_B_DGA,1
rezuxofqx[.]com,Conficker_B_DGA,1
ezuxofqxodypmlkz[.]info,Conficker_B_DGA,1
zuxofqxodypmlkz[.]net,Conficker_B_DGA,1
uxofqxody[.]org,Conficker_B_DGA,1
xofqxodypm[.]cn,Conficker_B_DGA,1
ofqxodypmlkzkru[.]ws,Conficker_B_DGA,1
fqxodypmlkzkru[.]biz,Conficker_B_DGA,1
qxodypmlkzkru[.]com,Conficker_B_DGA,1
xodypmlkzkrupgh[.]info,Conficker_B_DGA,1
odypmlkzkr[.]net,Conficker_B_DGA,1
dypmlkzkrup[.]org,Conficker_B_DGA,1
ypmlkzkrupghu[.]cn,Conficker_B_DGA,1
pmlkzkru[.]ws,Conficker_B_DGA,1
mlkzkrupghunsv[.]biz,Conficker_B_DGA,1
lkzkrupghun[.]com,Conficker_B_DGA,1
kzkrupghu[.]info,Conficker_B_DGA,1
zkrupghun[.]net,Conficker_B_DGA,1
krupghunsvmtwr[.]org,Conficker_B_DGA,1
rupghunsvmtwru[.]cn,Conficker_B_DGA,1
upghunsvmtw[.]ws,Conficker_B_DGA,1
pghunsvmtwru[.]biz,Conficker_B_DGA,1
ghunsvmtwrudo[.]com,Conficker_B_DGA,1
hunsvmtw[.]info,Conficker_B_DGA,1
unsvmtwrudojevqp[.]net,Conficker_B_DGA,1
nsvmtwrudoj[.]org,Conficker_B_DGA,1
svmtwrudojev[.]cn,Conficker_B_DGA,1
vmtwrudojev[.]ws,Conficker_B_DGA,1
mtwrudojevq[.]biz,Conficker_B_DGA,1
twrudojevqpyfmn[.]com,Conficker_B_DGA,1
wrudojevqp[.]info,Conficker_B_DGA,1
rudojevqpy[.]net,Conficker_B_DGA,1
udojevqpy[.]org,Conficker_B_DGA,1
dojevqpyfmnkbybs[.]cn,Conficker_B_DGA,1
ojevqpyfm[.]ws,Conficker_B_DGA,1
jevqpyfmnkbybsn[.]biz,Conficker_B_DGA,1
evqpyfmnkbybsno[.]com,Conficker_B_DGA,1
vqpyfmnk[.]info,Conficker_B_DGA,1
qpyfmnkby[.]net,Conficker_B_DGA,1
pyfmnkbybsnonwfu[.]org,Conficker_B_DGA,1
yfmnkbybsnonw[.]cn,Conficker_B_DGA,1
fmnkbybsnon[.]ws,Conficker_B_DGA,1
mnkbybsnonwfu[.]biz,Conficker_B_DGA,1
nkbybsnonwful[.]com,Conficker_B_DGA,1
kbybsnonwfulc[.]info,Conficker_B_DGA,1
bybsnonw[.]net,Conficker_B_DGA,1
ybsnonwfulcrkfi[.]org,Conficker_B_DGA,1
bsnonwfulcrkfibm[.]cn,Conficker_B_DGA,1
snonwfulcr[.]ws,Conficker_B_DGA,1
nonwfulcrkfibmv[.]biz,Conficker_B_DGA,1
onwfulcrk[.]com,Conficker_B_DGA,1
nwfulcrkfibm[.]info,Conficker_B_DGA,1
wfulcrkfibm[.]net,Conficker_B_DGA,1
fulcrkfi[.]org,Conficker_B_DGA,1
ulcrkfibmvezw[.]cn,Conficker_B_DGA,1
lcrkfibmvez[.]ws,Conficker_B_DGA,1
crkfibmvez[.]biz,Conficker_B_DGA,1
rkfibmvezwnmfy[.]com,Conficker_B_DGA,1
kfibmvezwnmfylg[.]info,Conficker_B_DGA,1
fibmvezwn[.]net,Conficker_B_DGA,1
ibmvezwnm[.]org,Conficker_B_DGA,1
bmvezwnmfylg[.]cn,Conficker_B_DGA,1
mvezwnmfylgv[.]ws,Conficker_B_DGA,1
vezwnmfylgvopix[.]biz,Conficker_B_DGA,1
ezwnmfylgvopi[.]com,Conficker_B_DGA,1
zwnmfylg[.]info,Conficker_B_DGA,1
wnmfylgvopixexqt[.]net,Conficker_B_DGA,1
nmfylgvopixexq[.]org,Conficker_B_DGA,1
mfylgvopixexqta[.]cn,Conficker_B_DGA,1
fylgvopixex[.]ws,Conficker_B_DGA,1
ylgvopixexqtax[.]biz,Conficker_B_DGA,1
lgvopixexqta[.]com,Conficker_B_DGA,1
gvopixex[.]info,Conficker_B_DGA,1
vopixexqtaxmvg[.]net,Conficker_B_DGA,1
opixexqtaxmvgrq[.]org,Conficker_B_DGA,1
pixexqtaxmvgrqfs[.]cn,Conficker_B_DGA,1
ixexqtaxmvg[.]ws,Conficker_B_DGA,1
xexqtaxm[.]biz,Conficker_B_DGA,1
exqtaxmv[.]com,Conficker_B_DGA,1
xqtaxmvgrq[.]info,Conficker_B_DGA,1
qtaxmvgrqfs[.]net,Conficker_B_DGA,1
taxmvgrqfsj[.]org,Conficker_B_DGA,1
axmvgrqf[.]cn,Conficker_B_DGA,1
xmvgrqfsjwxyxm[.]ws,Conficker_B_DGA,1
mvgrqfsjwxyxmbq[.]biz,Conficker_B_DGA,1
vgrqfsjwxyx[.]com,Conficker_B_DGA,1
grqfsjwxyxmb[.]info,Conficker_B_DGA,1
rqfsjwxyxm[.]net,Conficker_B_DGA,1
qfsjwxyxmbqje[.]org,Conficker_B_DGA,1
fsjwxyxmbqje[.]cn,Conficker_B_DGA,1
sjwxyxmbq[.]ws,Conficker_B_DGA,1
jwxyxmbqj[.]biz,Conficker_B_DGA,1
wxyxmbqjerqpqj[.]com,Conficker_B_DGA,1
xyxmbqjerqpqjevw[.]info,Conficker_B_DGA,1
yxmbqjerqpqjevwj[.]net,Conficker_B_DGA,1
xmbqjerqpqjev[.]org,Conficker_B_DGA,1
mbqjerqpqjev[.]cn,Conficker_B_DGA,1
bqjerqpqjevwjufw[.]ws,Conficker_B_DGA,1
qjerqpqj[.]biz,Conficker_B_DGA,1
jerqpqjevwjufwda[.]com,Conficker_B_DGA,1
erqpqjevwjuf[.]info,Conficker_B_DGA,1
rqpqjevwjufwdaji[.]net,Conficker_B_DGA,1
qpqjevwjufwd[.]org,Conficker_B_DGA,1
pqjevwjufw[.]cn,Conficker_B_DGA,1
qjevwjuf[.]ws,Conficker_B_DGA,1
jevwjufwdaj[.]biz,Conficker_B_DGA,1
evwjufwdajilkj[.]com,Conficker_B_DGA,1
vwjufwda[.]info,Conficker_B_DGA,1
wjufwdajilkj[.]net,Conficker_B_DGA,1
jufwdajilkjira[.]org,Conficker_B_DGA,1
ufwdajilkji[.]cn,Conficker_B_DGA,1
fwdajilkjiravcd[.]ws,Conficker_B_DGA,1
wdajilkjiravcdaz[.]biz,Conficker_B_DGA,1
dajilkjiravcda[.]com,Conficker_B_DGA,1
ajilkjira[.]info,Conficker_B_DGA,1
jilkjiravcda[.]net,Conficker_B_DGA,1
ilkjiravc[.]org,Conficker_B_DGA,1
lkjiravcdazabwr[.]cn,Conficker_B_DGA,1
kjiravcda[.]ws,Conficker_B_DGA,1
jiravcdazabwrsr[.]biz,Conficker_B_DGA,1
iravcdazabwrs[.]com,Conficker_B_DGA,1
ravcdazabwr[.]info,Conficker_B_DGA,1
avcdazabwrsraxu[.]net,Conficker_B_DGA,1
vcdazabwrs[.]org,Conficker_B_DGA,1
cdazabwrsraxubo[.]cn,Conficker_B_DGA,1
dazabwrsr[.]ws,Conficker_B_DGA,1
azabwrsraxu[.]biz,Conficker_B_DGA,1
zabwrsra[.]com,Conficker_B_DGA,1
abwrsraxubo[.]info,Conficker_B_DGA,1
bwrsraxuboxursz[.]net,Conficker_B_DGA,1
wrsraxuboxu[.]org,Conficker_B_DGA,1
rsraxubo[.]cn,Conficker_B_DGA,1
sraxuboxursz[.]ws,Conficker_B_DGA,1
raxuboxur[.]biz,Conficker_B_DGA,1
axuboxur[.]com,Conficker_B_DGA,1
xuboxurszyvslkj[.]info,Conficker_B_DGA,1
uboxursz[.]net,Conficker_B_DGA,1
boxurszyvsl[.]org,Conficker_B_DGA,1
oxurszyvslkjcfk[.]cn,Conficker_B_DGA,1
xurszyvslkjcf[.]ws,Conficker_B_DGA,1
urszyvslkjcfkj[.]biz,Conficker_B_DGA,1
rszyvslkjcfkj[.]com,Conficker_B_DGA,1
szyvslkj[.]info,Conficker_B_DGA,1
zyvslkjcf[.]net,Conficker_B_DGA,1
yvslkjcfkjw[.]org,Conficker_B_DGA,1
vslkjcfkjwjy[.]cn,Conficker_B_DGA,1
slkjcfkjwjyrove[.]ws,Conficker_B_DGA,1
lkjcfkjwjyrove[.]biz,Conficker_B_DGA,1
kjcfkjwjyrovev[.]com,Conficker_B_DGA,1
jcfkjwjyrovev[.]info,Conficker_B_DGA,1
cfkjwjyrovevyr[.]net,Conficker_B_DGA,1
fkjwjyrovevyrgla[.]org,Conficker_B_DGA,1
kjwjyrovevy[.]cn,Conficker_B_DGA,1
jwjyrovevyr[.]ws,Conficker_B_DGA,1
wjyrovevyrgl[.]biz,Conficker_B_DGA,1
jyrovevyrgla[.]com,Conficker_B_DGA,1
yrovevyrglah[.]info,Conficker_B_DGA,1
rovevyrgl[.]net,Conficker_B_DGA,1
ovevyrglahsf[.]org,Conficker_B_DGA,1
vevyrglahsfi[.]cn,Conficker_B_DGA,1
evyrglahs[.]ws,Conficker_B_DGA,1
