ioc,signature,total_hits
ankhwdqvoxavufgl[.]biz,Conficker_B_DGA,1
nkhwdqvoxavufgl[.]com,Conficker_B_DGA,1
khwdqvox[.]info,Conficker_B_DGA,1
hwdqvoxavufgl[.]net,Conficker_B_DGA,1
wdqvoxavufgl[.]org,Conficker_B_DGA,1
dqvoxavufglkfol[.]cn,Conficker_B_DGA,1
qvoxavufglkf[.]ws,Conficker_B_DGA,1
voxavufgl[.]biz,Conficker_B_DGA,1
oxavufgl[.]com,Conficker_B_DGA,1
xavufglkfolsri[.]info,Conficker_B_DGA,1
avufglkfols[.]net,Conficker_B_DGA,1
vufglkfolsri[.]org,Conficker_B_DGA,1
ufglkfol[.]cn,Conficker_B_DGA,1
fglkfolsrijkjcb[.]ws,Conficker_B_DGA,1
glkfolsrijkjcb[.]biz,Conficker_B_DGA,1
lkfolsrijkjcbkt[.]com,Conficker_B_DGA,1
kfolsrijk[.]info,Conficker_B_DGA,1
folsrijk[.]net,Conficker_B_DGA,1
olsrijkjcbk[.]org,Conficker_B_DGA,1
lsrijkjcbkto[.]cn,Conficker_B_DGA,1
srijkjcbktob[.]ws,Conficker_B_DGA,1
rijkjcbktob[.]biz,Conficker_B_DGA,1
ijkjcbkt[.]com,Conficker_B_DGA,1
jkjcbktobqv[.]info,Conficker_B_DGA,1
kjcbktobqvarafcx[.]net,Conficker_B_DGA,1
jcbktobqvar[.]org,Conficker_B_DGA,1
cbktobqvarafcxa[.]cn,Conficker_B_DGA,1
bktobqvarafcxavi[.]ws,Conficker_B_DGA,1
ktobqvarafcx[.]biz,Conficker_B_DGA,1
tobqvarafcxavibu[.]com,Conficker_B_DGA,1
obqvarafc[.]info,Conficker_B_DGA,1
bqvarafcxav[.]net,Conficker_B_DGA,1
qvarafcxavibu[.]org,Conficker_B_DGA,1
varafcxavibupmtq[.]cn,Conficker_B_DGA,1
arafcxavib[.]ws,Conficker_B_DGA,1
rafcxavib[.]biz,Conficker_B_DGA,1
afcxavibupmtqpe[.]com,Conficker_B_DGA,1
fcxavibupmt[.]info,Conficker_B_DGA,1
cxavibupmtqpejy[.]net,Conficker_B_DGA,1
xavibupmtq[.]org,Conficker_B_DGA,1
avibupmtqpejyxc[.]cn,Conficker_B_DGA,1
vibupmtqpejyxc[.]ws,Conficker_B_DGA,1
ibupmtqpejyxchu[.]biz,Conficker_B_DGA,1
bupmtqpe[.]com,Conficker_B_DGA,1
upmtqpejy[.]info,Conficker_B_DGA,1
pmtqpejyxch[.]net,Conficker_B_DGA,1
mtqpejyxchuradqt[.]org,Conficker_B_DGA,1
tqpejyxch[.]cn,Conficker_B_DGA,1
qpejyxchuradqty[.]ws,Conficker_B_DGA,1
pejyxchuradq[.]biz,Conficker_B_DGA,1
ejyxchuradqt[.]com,Conficker_B_DGA,1
jyxchurad[.]info,Conficker_B_DGA,1
yxchuradqtypify[.]net,Conficker_B_DGA,1
xchuradqt[.]org,Conficker_B_DGA,1
churadqtypifyr[.]cn,Conficker_B_DGA,1
huradqtypi[.]ws,Conficker_B_DGA,1
uradqtypifyro[.]biz,Conficker_B_DGA,1
radqtypifyrozyf[.]com,Conficker_B_DGA,1
adqtypifyrozyfwv[.]info,Conficker_B_DGA,1
dqtypifyrozyfwvu[.]net,Conficker_B_DGA,1
qtypifyr[.]org,Conficker_B_DGA,1
typifyrozyfw[.]cn,Conficker_B_DGA,1
ypifyrozyfw[.]ws,Conficker_B_DGA,1
