ioc,signature,total_hits
ybwzcrqnubm[.]biz,Conficker_B_DGA,1
bwzcrqnubmpavuf[.]com,Conficker_B_DGA,1
wzcrqnubmpav[.]info,Conficker_B_DGA,1
zcrqnubmpavuf[.]net,Conficker_B_DGA,1
crqnubmpavufqpyh[.]org,Conficker_B_DGA,1
rqnubmpavu[.]cn,Conficker_B_DGA,1
qnubmpavufqpyhsp[.]ws,Conficker_B_DGA,1
nubmpavufq[.]biz,Conficker_B_DGA,1
ubmpavufqpyhspuf[.]com,Conficker_B_DGA,1
bmpavufqpyhs[.]info,Conficker_B_DGA,1
mpavufqpyhspu[.]net,Conficker_B_DGA,1
pavufqpyhspu[.]org,Conficker_B_DGA,1
avufqpyh[.]cn,Conficker_B_DGA,1
vufqpyhspufmxgp[.]ws,Conficker_B_DGA,1
ufqpyhspufmxgp[.]biz,Conficker_B_DGA,1
fqpyhspufmxgpw[.]com,Conficker_B_DGA,1
qpyhspufmxgpwfqh[.]info,Conficker_B_DGA,1
pyhspufmxgpwf[.]net,Conficker_B_DGA,1
yhspufmx[.]org,Conficker_B_DGA,1
hspufmxgpwfqhqri[.]cn,Conficker_B_DGA,1
spufmxgpwfqh[.]ws,Conficker_B_DGA,1
pufmxgpwfqhqri[.]biz,Conficker_B_DGA,1
ufmxgpwfqhq[.]com,Conficker_B_DGA,1
fmxgpwfqhqridgh[.]info,Conficker_B_DGA,1
mxgpwfqh[.]net,Conficker_B_DGA,1
xgpwfqhqridgh[.]org,Conficker_B_DGA,1
gpwfqhqridghovit[.]cn,Conficker_B_DGA,1
pwfqhqridghovi[.]ws,Conficker_B_DGA,1
wfqhqridgh[.]biz,Conficker_B_DGA,1
fqhqridghovitmt[.]com,Conficker_B_DGA,1
qhqridghovitmt[.]info,Conficker_B_DGA,1
hqridghovitm[.]net,Conficker_B_DGA,1
qridghovitmtingz[.]org,Conficker_B_DGA,1
ridghovitmting[.]cn,Conficker_B_DGA,1
idghovitm[.]ws,Conficker_B_DGA,1
dghovitmti[.]biz,Conficker_B_DGA,1
ghovitmtin[.]com,Conficker_B_DGA,1
hovitmtingzyl[.]info,Conficker_B_DGA,1
ovitmtingzylcx[.]net,Conficker_B_DGA,1
vitmtingzy[.]org,Conficker_B_DGA,1
itmtingz[.]cn,Conficker_B_DGA,1
tmtingzyl[.]ws,Conficker_B_DGA,1
mtingzylc[.]biz,Conficker_B_DGA,1
tingzylcxivk[.]com,Conficker_B_DGA,1
ingzylcxivklo[.]info,Conficker_B_DGA,1
ngzylcxivklolw[.]net,Conficker_B_DGA,1
gzylcxivklolwb[.]org,Conficker_B_DGA,1
zylcxivk[.]cn,Conficker_B_DGA,1
ylcxivklolwbodax[.]ws,Conficker_B_DGA,1
lcxivklolwbod[.]biz,Conficker_B_DGA,1
cxivklolwbod[.]com,Conficker_B_DGA,1
xivklolw[.]info,Conficker_B_DGA,1
ivklolwb[.]net,Conficker_B_DGA,1
vklolwbodaxmz[.]org,Conficker_B_DGA,1
klolwbodaxmzot[.]cn,Conficker_B_DGA,1
lolwbodaxmzoto[.]ws,Conficker_B_DGA,1
olwbodaxmz[.]biz,Conficker_B_DGA,1
lwbodaxmzotobyji[.]com,Conficker_B_DGA,1
wbodaxmzo[.]info,Conficker_B_DGA,1
bodaxmzot[.]net,Conficker_B_DGA,1
odaxmzotobyjineb[.]org,Conficker_B_DGA,1
daxmzotobyji[.]cn,Conficker_B_DGA,1
axmzotobyjin[.]ws,Conficker_B_DGA,1
xmzotobyjinebahw[.]biz,Conficker_B_DGA,1
mzotobyjine[.]com,Conficker_B_DGA,1
zotobyji[.]info,Conficker_B_DGA,1
otobyjinebahwrud[.]net,Conficker_B_DGA,1
tobyjinebahwrud[.]org,Conficker_B_DGA,1
obyjinebahwrude[.]cn,Conficker_B_DGA,1
byjinebahwrudet[.]ws,Conficker_B_DGA,1
yjinebahwrude[.]biz,Conficker_B_DGA,1
jinebahw[.]com,Conficker_B_DGA,1
inebahwrudetalkz[.]info,Conficker_B_DGA,1
