ioc,signature,total_hits
193[.]32[.]162[.]151,None,5886
206[.]1[.]21[.]1,None,5356
2[.]57[.]122[.]210,None,1378
2[.]57[.]121[.]17,putty,351
2[.]57[.]121[.]69,putty,325
45[.]148[.]10[.]147,putty,300
2[.]57[.]122[.]191,putty,300
2[.]57[.]122[.]197,putty,253
2[.]57[.]122[.]190,putty,231
2[.]57[.]122[.]195,putty,190
2[.]57[.]122[.]193,putty,190
138[.]2[.]232[.]2,paramiko,171
45[.]148[.]10[.]151,putty,171
45[.]148[.]10[.]152,putty,153
2[.]57[.]122[.]192,putty,153
2[.]57[.]121[.]50,putty,153
45[.]227[.]254[.]170,putty,153
2[.]57[.]122[.]189,putty,136
2[.]57[.]121[.]86,putty,136
141[.]148[.]175[.]56,paramiko,105
129[.]153[.]145[.]135,paramiko,105
2[.]26[.]80[.]24,None,105
2[.]57[.]122[.]238,None,105
2[.]57[.]122[.]188,putty,91
45[.]148[.]10[.]141,putty,91
195[.]178[.]110[.]15,putty,91
45[.]148[.]10[.]157,putty,78
2[.]57[.]122[.]196,putty,78
2[.]57[.]121[.]118,putty,78
2[.]57[.]122[.]194,putty,78
157[.]151[.]175[.]225,paramiko,78
2[.]57[.]122[.]199,putty,66
140[.]245[.]119[.]31,paramiko,55
92[.]118[.]39[.]72,None,45
138[.]2[.]108[.]61,paramiko,21
45[.]148[.]10[.]121,None,21
150[.]230[.]4[.]97,paramiko,21
18[.]116[.]101[.]220,None,15
36[.]92[.]84[.]132,None,15
45[.]156[.]22[.]81,libssh,15
211[.]215[.]17[.]214,None,15
35[.]86[.]165[.]124,paramiko,15
151[.]115[.]78[.]53,None,15
92[.]242[.]122[.]170,libssh,14
165[.]1[.]75[.]106,paramiko,10
152[.]70[.]236[.]58,paramiko,10
107[.]173[.]85[.]94,None,6
172[.]236[.]228[.]224,None,6
120[.]48[.]168[.]33,libssh,3
170[.]64[.]167[.]72,None,3
129[.]80[.]200[.]33,paramiko,3
42[.]4[.]61[.]251,None,3
101[.]96[.]203[.]10,None,3
129[.]151[.]29[.]149,paramiko,3
8[.]219[.]222[.]66,None,3
221[.]228[.]10[.]226,None,3
120[.]209[.]33[.]24,None,3
20[.]84[.]153[.]206,None,3
14[.]103[.]123[.]67,libssh,3
168[.]75[.]86[.]96,paramiko,3
14[.]103[.]118[.]113,None,3
120[.]33[.]126[.]224,None,3
153[.]37[.]175[.]26,None,3
144[.]24[.]74[.]237,paramiko,3
129[.]153[.]86[.]229,paramiko,3
87[.]228[.]70[.]20,None,3
58[.]251[.]254[.]113,None,3
14[.]103[.]114[.]244,None,3
168[.]107[.]17[.]16,paramiko,3
112[.]91[.]141[.]244,None,3
165[.]245[.]229[.]171,None,3
129[.]146[.]80[.]188,paramiko,3
120[.]224[.]172[.]222,None,3
58[.]250[.]244[.]144,None,3
44[.]220[.]188[.]180,None,2
106[.]12[.]18[.]199,libssh,2
58[.]48[.]170[.]235,None,2
172[.]104[.]210[.]105,None,1
103[.]156[.]204[.]2,libssh,1
152[.]42[.]237[.]127,libssh,1
45[.]78[.]198[.]206,libssh,1
171[.]25[.]158[.]24,libssh,1
172[.]190[.]220[.]228,libssh,1
14[.]103[.]118[.]189,None,1
101[.]126[.]83[.]70,libssh,1
46[.]37[.]66[.]191,libssh,1
45[.]161[.]237[.]218,libssh,1
161[.]35[.]8[.]199,libssh,1
154[.]221[.]27[.]234,libssh,1
191[.]5[.]31[.]61,libssh,1
212[.]73[.]148[.]34,None,1
180[.]76[.]243[.]197,None,1
103[.]190[.]214[.]241,libssh,1
200[.]91[.]236[.]125,libssh,1
112[.]6[.]227[.]209,None,1
123[.]58[.]213[.]160,libssh,1
44[.]201[.]208[.]109,None,1
77[.]90[.]185[.]16,None,1
66[.]132[.]224[.]232,None,1
147[.]185[.]132[.]117,None,1
120[.]48[.]140[.]232,None,1
116[.]135[.]67[.]93,libssh,1
209[.]97[.]168[.]111,libssh,1
218[.]104[.]239[.]37,None,1
165[.]154[.]6[.]86,libssh,1
101[.]47[.]156[.]21,libssh,1
14[.]103[.]142[.]184,None,1
92[.]242[.]122[.]170,None,1
103[.]86[.]180[.]10,libssh,1
120[.]241[.]79[.]66,libssh,1
35[.]229[.]164[.]153,None,1
95[.]85[.]245[.]170,None,1
92[.]27[.]101[.]99,libssh,1
180[.]76[.]128[.]183,None,1
14[.]103[.]127[.]234,libssh,1
117[.]132[.]5[.]139,None,1
170[.]83[.]252[.]226,libssh,1
103[.]162[.]54[.]10,libssh,1
14[.]29[.]208[.]128,None,1
115[.]175[.]68[.]169,libssh,1
120[.]48[.]55[.]25,None,1
181[.]23[.]106[.]124,libssh,1
171[.]61[.]17[.]128,libssh,1
77[.]54[.]41[.]203,libssh,1
103[.]49[.]188[.]186,None,1
43[.]165[.]185[.]71,libssh,1
36[.]64[.]68[.]99,libssh,1
101[.]96[.]195[.]199,None,1
194[.]150[.]166[.]64,libssh,1
45[.]249[.]247[.]165,libssh,1
172[.]191[.]157[.]64,libssh,1
103[.]52[.]114[.]122,libssh,1
79[.]55[.]224[.]44,libssh,1
14[.]103[.]120[.]70,None,1
198[.]235[.]24[.]147,None,1
20[.]187[.]184[.]86,libssh,1
14[.]103[.]127[.]71,libssh,1
115[.]190[.]162[.]240,None,1
121[.]224[.]115[.]232,None,1
81[.]29[.]142[.]100,None,1
134[.]199[.]160[.]74,None,1
203[.]205[.]37[.]233,libssh,1
91[.]92[.]199[.]36,libssh,1
115[.]231[.]78[.]11,libssh,1
27[.]112[.]78[.]223,libssh,1
103[.]186[.]136[.]136,None,1
196[.]189[.]237[.]175,libssh,1
103[.]13[.]206[.]208,libssh,1
196[.]0[.]120[.]211,libssh,1
107[.]180[.]88[.]176,libssh,1
58[.]48[.]170[.]235,libssh,1
45[.]79[.]115[.]134,None,1
106[.]12[.]18[.]199,None,1
216[.]218[.]206[.]66,None,1
14[.]103[.]71[.]217,libssh,1
72[.]14[.]178[.]148,None,1
147[.]185[.]132[.]18,None,1
88[.]214[.]25[.]123,None,1
44[.]220[.]188[.]180,paramiko,1
104[.]248[.]232[.]41,libssh,1
172[.]174[.]17[.]234,libssh,1
69[.]6[.]220[.]104,libssh,1
14[.]103[.]80[.]24,None,1
69[.]149[.]23[.]135,libssh,1
185[.]103[.]202[.]198,libssh,1
106[.]75[.]214[.]209,libssh,1
103[.]163[.]116[.]84,libssh,1
183[.]94[.]33[.]245,libssh,1
94[.]156[.]179[.]235,libssh,1
187[.]45[.]95[.]66,libssh,1
212[.]34[.]154[.]138,libssh,1
14[.]103[.]112[.]5,libssh,1
102[.]208[.]216[.]221,libssh,1
115[.]190[.]172[.]63,None,1
85[.]240[.]193[.]104,libssh,1
78[.]153[.]139[.]68,libssh,1
223[.]233[.]87[.]154,libssh,1
45[.]33[.]14[.]197,None,1
206[.]189[.]196[.]74,None,1
205[.]210[.]31[.]22,None,1
103[.]13[.]206[.]100,libssh,1
106[.]13[.]44[.]253,None,1
195[.]178[.]191[.]5,libssh,1
186[.]116[.]60[.]38,libssh,1
62[.]54[.]176[.]203,libssh,1
34[.]124[.]213[.]151,libssh,1
111[.]47[.]243[.]219,None,1
213[.]177[.]179[.]79,None,1
20[.]193[.]141[.]133,libssh,1
165[.]154[.]149[.]253,libssh,1
64[.]188[.]119[.]33,libssh,1
72[.]240[.]125[.]133,libssh,1
27[.]128[.]175[.]119,None,1
105[.]96[.]13[.]6,libssh,1
119[.]205[.]179[.]217,libssh,1
147[.]185[.]132[.]144,None,1
159[.]65[.]77[.]254,libssh,1
211[.]213[.]96[.]171,libssh,1
14[.]103[.]178[.]182,libssh,1
159[.]223[.]94[.]92,libssh,1
198[.]235[.]24[.]159,None,1
