ioc,signature,total_hits
206[.]1[.]21[.]1,None,780
2[.]57[.]122[.]193,putty,105
92[.]118[.]39[.]76,None,105
2[.]57[.]122[.]238,None,105
45[.]148[.]10[.]157,putty,91
45[.]148[.]10[.]141,putty,91
2[.]57[.]122[.]189,putty,78
2[.]57[.]122[.]196,putty,78
45[.]227[.]254[.]170,putty,55
2[.]57[.]122[.]188,putty,45
195[.]178[.]110[.]15,putty,45
2[.]57[.]122[.]199,putty,45
2[.]57[.]121[.]86,putty,45
2[.]57[.]122[.]190,putty,36
45[.]148[.]10[.]147,putty,36
2[.]57[.]121[.]17,putty,36
172[.]182[.]226[.]131,None,29
20[.]51[.]198[.]195,None,28
20[.]118[.]245[.]160,None,28
2[.]57[.]121[.]118,putty,28
2[.]57[.]122[.]191,putty,28
2[.]57[.]122[.]192,putty,21
2[.]57[.]122[.]194,putty,21
2[.]57[.]122[.]195,putty,21
45[.]148[.]10[.]152,putty,21
138[.]2[.]108[.]61,paramiko,21
2[.]57[.]121[.]50,putty,21
141[.]148[.]175[.]56,paramiko,21
138[.]2[.]232[.]2,paramiko,21
2[.]57[.]121[.]69,putty,15
165[.]22[.]101[.]46,paramiko,15
2[.]57[.]122[.]197,putty,15
80[.]94[.]92[.]171,None,15
45[.]148[.]10[.]151,putty,15
211[.]215[.]17[.]214,None,10
5[.]223[.]71[.]106,paramiko,10
206[.]189[.]128[.]105,paramiko,10
161[.]33[.]42[.]14,paramiko,10
45[.]38[.]41[.]162,libssh,6
20[.]203[.]42[.]204,libssh,6
45[.]148[.]10[.]121,None,6
212[.]91[.]160[.]2,libssh,3
45[.]56[.]100[.]212,None,3
168[.]75[.]86[.]96,paramiko,3
152[.]67[.]215[.]10,paramiko,3
113[.]44[.]245[.]69,None,3
139[.]19[.]117[.]129,None,3
20[.]163[.]15[.]177,None,3
123[.]163[.]51[.]4,None,3
37[.]10[.]113[.]214,None,1
45[.]61[.]52[.]18,libssh,1
113[.]249[.]104[.]20,libssh,1
180[.]76[.]115[.]202,None,1
163[.]7[.]3[.]26,libssh,1
120[.]52[.]12[.]202,libssh,1
60[.]167[.]178[.]5,None,1
45[.]33[.]14[.]197,None,1
37[.]10[.]113[.]218,None,1
185[.]226[.]196[.]29,None,1
185[.]226[.]196[.]28,None,1
65[.]49[.]1[.]148,None,1
36[.]64[.]174[.]98,libssh,1
194[.]88[.]98[.]91,None,1
18[.]212[.]83[.]63,None,1
205[.]210[.]31[.]165,None,1
51[.]68[.]226[.]87,libssh,1
51[.]38[.]51[.]166,libssh,1
222[.]124[.]177[.]148,libssh,1
103[.]134[.]154[.]36,libssh,1
175[.]198[.]28[.]246,libssh,1
191[.]101[.]59[.]254,libssh,1
124[.]236[.]76[.]72,None,1
194[.]88[.]98[.]92,None,1
118[.]26[.]110[.]171,None,1
103[.]203[.]57[.]11,None,1
66[.]132[.]172[.]142,None,1
64[.]227[.]134[.]80,None,1
129[.]226[.]90[.]235,libssh,1
67[.]52[.]95[.]38,libssh,1
165[.]154[.]6[.]56,libssh,1
60[.]199[.]224[.]2,libssh,1
130[.]250[.]191[.]199,libssh,1
121[.]141[.]219[.]98,libssh,1
94[.]159[.]112[.]56,libssh,1
27[.]128[.]240[.]75,libssh,1
189[.]50[.]142[.]78,libssh,1
187[.]212[.]40[.]215,libssh,1
152[.]42[.]237[.]127,libssh,1
113[.]20[.]30[.]146,libssh,1
187[.]16[.]96[.]250,libssh,1
106[.]12[.]69[.]68,libssh,1
120[.]229[.]168[.]32,libssh,1
1[.]94[.]220[.]55,libssh,1
132[.]145[.]122[.]251,libssh,1
121[.]29[.]4[.]251,None,1
45[.]33[.]14[.]5,None,1
141[.]101[.]151[.]37,libssh,1
72[.]14[.]178[.]148,None,1
182[.]93[.]7[.]194,libssh,1
163[.]7[.]8[.]79,libssh,1
125[.]75[.]110[.]72,None,1
156[.]245[.]239[.]180,libssh,1
163[.]7[.]4[.]169,libssh,1
20[.]255[.]56[.]84,libssh,1
14[.]103[.]73[.]104,None,1
89[.]232[.]184[.]176,libssh,1
14[.]18[.]88[.]70,libssh,1
103[.]183[.]74[.]214,libssh,1
39[.]117[.]79[.]36,libssh,1
103[.]162[.]54[.]10,libssh,1
222[.]110[.]147[.]56,libssh,1
193[.]176[.]31[.]150,None,1
193[.]233[.]253[.]17,libssh,1
92[.]27[.]101[.]99,libssh,1
205[.]210[.]31[.]80,None,1
194[.]88[.]98[.]82,None,1
